id,name,ra_deg,dec_deg,mag
54452,,167.11195971,-73.97581875,7.84
56207,,172.83870389,22.81781049,7.84
56267,,173.0150307,18.1551681,7.84
56281,,173.07005219,-60.85336909,7.84
56474,,173.68117944,51.9682,7.84
56625,,174.1612579,-73.35363317,7.84
57744,,177.62144995,-17.74029149,7.84
58422,,179.68830633,37.87715617,7.84
58551,,180.10114271,-30.33656163,7.84
58568,,180.15839722,18.33471894,7.84
58615,,180.30506861,30.6384296,7.84
60058,,184.7477146,-60.20272521,7.84
60146,,185.01329276,83.37398757,7.84
61042,,187.66061222,-9.82444898,7.84
61451,,188.89047766,-34.88159197,7.84
61507,,189.03408047,-33.74612512,7.84
61965,,190.48263232,-47.60609447,7.84
62381,,191.76541402,-43.2644711,7.84
62914,,193.40893082,59.52604376,7.84
63651,,195.68266332,-61.33201754,7.84
64303,,197.69504304,-24.17917086,7.84
64504,,198.31477937,-15.46046828,7.84
64783,,199.16699438,-5.57338834,7.84
65386,,201.00160444,-41.90315827,7.84
65893,,202.60813677,-56.20965248,7.84
66135,,203.36042112,39.93363386,7.84
66202,,203.54167154,75.79761788,7.84
66516,,204.51576578,50.95998701,7.84
67730,,208.11996667,-36.83561573,7.84
67898,,208.5957275,7.54293238,7.84
67916,,208.65632048,-66.90110904,7.84
68034,,208.96802473,-59.371234,7.84
68082,,209.08565296,31.88175168,7.84
68496,,210.33269281,-56.22420604,7.84
69336,,212.87136662,-49.43515817,7.84
70290,,215.71768134,-55.96230443,7.84
70868,,217.38625498,-37.03945517,7.84
70881,,217.43082655,48.89551712,7.84
71199,,218.42147113,-6.8704768,7.84
71282,,218.66639335,-59.78454765,7.84
71321,,218.77236913,-43.55447649,7.84
72350,,221.91922553,-34.73349082,7.84
72682,,222.90917447,39.10331431,7.84
73149,,224.23690736,-65.09791545,7.84
73738,,226.09525527,-53.62255499,7.84
74092,,227.12587332,72.36935966,7.84
74821,,229.36535241,22.29971697,7.84
74944,,229.71408688,29.91739593,7.84
75227,,230.59092456,-25.45950315,7.84
76034,,232.93329279,-28.4070289,7.84
76134,,233.24970745,-17.24699091,7.84
76909,,235.56273623,-7.91414278,7.84
77175,,236.36810604,8.65331884,7.84
77180,,236.39056564,40.17755798,7.84
77353,,236.85849477,59.48569046,7.84
77791,,238.26831778,41.2954751,7.84
78290,,239.78148858,50.63916715,7.84
78392,,240.06514819,73.93555504,7.84
78653,,240.84360834,-63.36673126,7.84
78842,,241.41424717,-32.86182017,7.84
78937,,241.71420438,-21.863827,7.84
79363,,242.96124197,-27.55263812,7.84
79391,,243.04012703,-0.11081387,7.84
80334,,246.00247568,19.63457024,7.84
81137,,248.55043669,-52.62147211,7.84
81767,,250.53034874,-29.12475163,7.84
82629,,253.37140163,-1.13042584,7.84
82946,,254.25580045,12.96366163,7.84
83152,,254.89531037,29.54949619,7.84
83517,,256.02210431,46.09039448,7.84
83913,,257.24791624,3.75956385,7.84
84745,,259.85061094,-38.00368116,7.84
84793,,259.97291943,51.88126686,7.84
85017,,260.64401774,-19.61584444,7.84
85141,,260.99114582,-9.35825947,7.84
85170,,261.08183106,72.93574584,7.84
85572,,262.30862554,27.8818074,7.84
85938,,263.4488887,34.54170636,7.84
85993,,263.63003224,-55.17990485,7.84
87142,,267.06652146,-67.69585524,7.84
87602,,268.4199241,-53.4249561,7.84
87826,,269.10481177,-47.4518154,7.84
87915,,269.38265138,33.84720231,7.84
88498,,271.07044451,42.09582742,7.84
88850,,272.07267705,-10.55062403,7.84
88879,,272.17321628,-20.08714722,7.84
89150,,272.92585694,-40.21072684,7.84
89484,,273.91305812,22.05068893,7.84
89868,,275.08511043,-36.42938523,7.84
90091,,275.77020811,29.36511024,7.84
90152,,275.96270497,-42.42221241,7.84
90517,,277.04443172,43.92614383,7.84
90691,,277.55942111,-49.48898897,7.84
90855,,278.01152771,25.06715134,7.84
91224,,279.12343796,5.28869417,7.84
91244,,279.17210343,6.04242417,7.84
91246,,279.17440808,-17.206823,7.84
91544,,280.0356233,-51.65225637,7.84
91704,,280.52078058,11.76124969,7.84
91940,,281.12803107,33.99616778,7.84
92786,,283.6178133,-60.62166102,7.84
92812,,283.6666815,-40.58009417,7.84
92992,,284.17189755,21.37925338,7.84
93352,,285.21838241,-39.07317418,7.84
93564,,285.85637123,26.05289636,7.84
94212,,287.69528047,31.32161016,7.84
94429,,288.28796455,-20.42184333,7.84
94530,,288.58778963,30.35087228,7.84
94667,,288.95465092,49.18089051,7.84
94990,,289.93638454,12.92110724,7.84
95095,,290.19688378,21.81158414,7.84
95262,,290.72051567,-32.91804318,7.84
95711,,292.01372188,-19.342806,7.84
96337,,293.79263578,62.65931734,7.84
96694,,294.87007016,-41.18575005,7.84
97720,,297.88706146,50.65416991,7.84
97760,,298.00087624,31.70726501,7.84
97847,,298.26230152,37.3855624,7.84
98100,,299.04713381,55.02354838,7.84
98187,,299.29860031,-7.40469095,7.84
98719,,300.76045614,5.73798474,7.84
98796,,300.98449159,31.12378182,7.84
99305,,302.36193537,-43.91711908,7.84
99388,,302.59624932,49.82102528,7.84
99597,,303.18699956,-10.83967635,7.84
99830,,303.83508195,30.02042827,7.84
99905,,304.05759201,40.96336534,7.84
100125,,304.66793158,49.4977667,7.84
100724,,306.31330771,42.17950931,7.84
101096,,307.39897542,60.99240502,7.84
101104,,307.4198128,-4.18258075,7.84
101201,,307.70247528,-52.80800659,7.84
101447,,308.40691593,25.87736789,7.84
101734,,309.31073342,-13.18422926,7.84
102659,,312.05488994,-16.73875161,7.84
103026,,313.08984132,-3.2204776,7.84
103195,,313.60725241,12.07431935,7.84
103297,,313.90873368,-30.89571481,7.84
103447,,314.37162706,-3.23664032,7.84
104391,,317.22082692,-73.39620159,7.84
104413,,317.27967233,-27.10761265,7.84
104829,,318.55662044,54.48167806,7.84
104995,,318.97929727,-9.39116689,7.84
105384,,320.19421125,-38.78156145,7.84
105765,,321.31702357,24.4914957,7.84
105953,,321.87168675,-20.21255474,7.84
106536,,323.6585295,49.52647156,7.84
106615,,323.91894446,-59.69313697,7.84
106692,,324.14842864,32.42863907,7.84
108435,,329.4932475,76.08985282,7.84
108824,,330.6977008,-39.65616323,7.84
109269,,332.06166939,-23.73218275,7.84
109271,,332.06347598,-17.83578573,7.84
109308,,332.18382527,-59.28522824,7.84
109576,,332.9624306,6.29093671,7.84
110253,,334.99512435,47.47269122,7.84
110264,,335.02369068,-38.76505988,7.84
110646,,336.21607797,-41.3872912,7.84
110929,,337.12219974,48.54289419,7.84
111462,,338.74082645,22.30135047,7.84
111957,,340.16815384,26.73790131,7.84
111975,,340.21948302,-45.50598382,7.84
112114,,340.64992371,74.33121627,7.84
112502,,341.83357001,31.03742156,7.84
112698,,342.3236852,47.93008787,7.84
113036,,343.38018048,38.44466069,7.84
114019,,346.3629041,-58.89934169,7.84
114087,,346.5976988,38.56975623,7.84
114652,,348.38288719,-40.93582317,7.84
114689,,348.4992394,24.23312153,7.84
115701,,351.62898034,31.7470746,7.84
116222,,353.22317593,47.01233937,7.84
116404,,353.81734314,-9.68982729,7.84
116601,,354.45835322,-45.56875811,7.84
116715,,354.79310485,6.20122363,7.84
117482,,357.33392119,27.03391999,7.84
118093,,359.33334974,72.85917165,7.84
118094,,359.33373884,22.36811103,7.84
649,,2.00105125,-7.5447734,7.85
874,,2.68806989,58.01831644,7.85
937,,2.90159981,-23.63236655,7.85
2873,,9.10127728,8.87418627,7.85
2974,,9.46338438,47.50571312,7.85
3458,,11.05653741,-7.88792602,7.85
3704,,11.87869685,-36.93934176,7.85
3740,,12.00233241,36.48710972,7.85
5872,,18.84341157,-62.10890922,7.85
6456,,20.75984242,-12.96600556,7.85
6578,,21.128562,39.02507826,7.85
7019,,22.6043018,66.2403787,7.85
7094,,22.85775345,-55.96807154,7.85
7275,,23.42627555,-50.40177174,7.85
7429,,23.9242595,-55.23844148,7.85
7465,,24.04156428,37.60749276,7.85
7476,,24.07058909,4.31432409,7.85
7759,,24.97691301,-9.97245897,7.85
7893,,25.38687488,18.65214745,7.85
9073,,29.19715132,23.05117755,7.85
9871,,31.74881206,-34.75376051,7.85
9980,,32.12889932,58.8652939,7.85
10463,,33.72128521,54.53173027,7.85
10509,,33.86238245,55.59509804,7.85
11329,,36.44602288,20.28026824,7.85
11538,,37.18606337,3.57283947,7.85
12433,,40.00695469,-57.66799404,7.85
13221,,42.55013641,72.91434829,7.85
14285,,46.03454378,87.02605568,7.85
14333,,46.20921228,-65.18480702,7.85
14614,,47.18443378,15.33530084,7.85
15163,,48.86631531,-34.84365557,7.85
15199,,48.97234119,-14.79882531,7.85
15475,,49.88024631,-42.5705435,7.85
15842,,51.01605849,-26.03657209,7.85
15932,,51.30281676,-21.07275492,7.85
15964,,51.39507584,-38.31264297,7.85
16132,,51.956647,24.18279783,7.85
16133,,51.96339614,20.92522951,7.85
16653,,53.56635934,-6.52074198,7.85
16732,,53.81427743,-49.41747409,7.85
17190,,55.20896541,39.11719621,7.85
17748,,57.00276867,-64.83682576,7.85
18361,,58.89250171,-33.21489303,7.85
18449,,59.15022304,6.71069689,7.85
19148,,61.56689905,15.69816786,7.85
19186,,61.68225844,27.52216355,7.85
19293,,62.04460493,-65.57690376,7.85
19863,,63.90022811,41.86938137,7.85
20099,,64.63434017,4.95189572,7.85
20185,,64.89349249,-25.9567611,7.85
20436,,65.66622509,47.66003962,7.85
20462,,65.76107355,-36.49146267,7.85
21101,,67.81763222,-81.26585925,7.85
21114,,67.87802103,-32.51866093,7.85
21675,,69.79032763,74.46902514,7.85
21877,,70.54713313,67.2933379,7.85
21936,,70.73895565,2.41845079,7.85
21959,,70.79299533,-15.62081809,7.85
22092,,71.3013423,35.15821661,7.85
22195,,71.61170812,-17.82277306,7.85
22226,,71.70627759,-26.30244655,7.85
22260,,71.89437577,-79.80724298,7.85
22709,,73.25241776,55.04492589,7.85
22746,,73.40177102,-57.33202059,7.85
24219,,78.00921278,-75.36043752,7.85
24402,,78.52063071,66.05661236,7.85
25196,,80.86149304,-49.37493527,7.85
25376,,81.42699998,-53.48090248,7.85
26109,,83.51680092,69.66058902,7.85
26334,,84.12745073,-1.98382715,7.85
26349,,84.1589625,-10.49897024,7.85
26653,,84.96816107,52.89783269,7.85
26763,,85.27364338,39.63546706,7.85
27302,,86.76416879,7.58456809,7.85
27434,,87.14233962,-53.67613836,7.85
27471,,87.26690759,-31.69232822,7.85
27492,,87.3220845,29.72685682,7.85
27600,,87.65760537,-1.42943795,7.85
27702,,87.98493093,39.56311514,7.85
27832,,88.33336475,61.6760674,7.85
28144,,89.21505994,-1.16467086,7.85
28442,,90.08251352,-31.03118047,7.85
30029,,94.78355093,33.79543322,7.85
30121,,95.07273055,-36.35326719,7.85
30456,,96.03052273,-50.52986495,7.85
30754,,96.93918017,-2.65980363,7.85
31065,,97.78893111,9.93982337,7.85
32224,,100.90538522,16.78291261,7.85
32955,,102.96231282,41.57612889,7.85
33019,,103.19834221,-23.04704545,7.85
33948,,105.66844375,-13.18975374,7.85
34121,,106.1280282,8.24852551,7.85
34852,,108.18949481,-15.50179071,7.85
35024,,108.67067272,-32.56291563,7.85
35039,,108.70869742,-1.3757096,7.85
35267,,109.29280252,-24.35209497,7.85
35309,,109.4057634,0.18128042,7.85
35852,,110.87193722,41.3640967,7.85
35897,,111.00580452,1.98705921,7.85
36235,,111.92852275,-3.07145346,7.85
36698,,113.23744387,62.60847523,7.85
36810,,113.55698597,10.8243316,7.85
36940,,113.90509444,-36.16298428,7.85
37045,,114.19166056,12.86552437,7.85
37167,,114.56494447,-34.98037396,7.85
37631,,115.83287816,-70.06389556,7.85
37702,,116.02145622,-31.33253723,7.85
37866,,116.42930712,64.71673747,7.85
37927,,116.5810808,-28.91054879,7.85
39490,,121.08802486,10.24958424,7.85
39520,,121.16027046,-24.36386577,7.85
39540,,121.19938674,6.18605604,7.85
39671,,121.60279704,-22.22692311,7.85
39754,,121.87985171,-51.1110486,7.85
39930,,122.32460027,-0.11694065,7.85
40123,,122.93634353,11.18345702,7.85
40158,,123.02102221,46.94168806,7.85
40367,,123.62476652,-38.50880297,7.85
41077,,125.71120315,-54.48177711,7.85
41372,,126.60268925,-41.18723595,7.85
41712,,127.59488449,2.84361543,7.85
41735,,127.65410207,-27.8342476,7.85
43201,,132.01310576,-71.31607622,7.85
43284,,132.26338151,-5.23975661,7.85
43523,,132.96620638,66.44869123,7.85
44796,,136.93541607,-10.49064309,7.85
45117,,137.8800364,-28.42777663,7.85
45376,,138.71424773,4.21067897,7.85
45551,,139.25673382,-41.3196717,7.85
46148,,141.16944596,-79.07467836,7.85
46444,,142.08729335,-10.31884033,7.85
47554,,145.43628338,-12.6140696,7.85
47727,,145.93938588,55.9525872,7.85
47814,,146.20330333,-19.45237683,7.85
48555,,148.53493854,-18.26533472,7.85
48941,,149.7732463,-72.7890716,7.85
49432,,151.36964841,-9.54795047,7.85
49556,,151.77366552,-17.48442888,7.85
49731,,152.2883398,53.04575121,7.85
49746,,152.33066272,38.43074357,7.85
50285,,154.00520001,-5.09598057,7.85
50291,,154.03306886,-1.59777675,7.85
50769,,155.51200234,-58.78069748,7.85
52291,,160.27315394,-73.28337201,7.85
53049,,162.80770739,9.2249627,7.85
53401,,163.83403083,-75.19178353,7.85
53673,,164.72470273,33.31697566,7.85
53823,,165.18353833,-25.7173286,7.85
54499,,167.24696526,-57.41984957,7.85
56411,,173.48658334,13.55208193,7.85
57383,,176.47144856,58.02749912,7.85
57513,,176.83018181,24.42432419,7.85
57740,,177.60998138,-2.41849065,7.85
57940,,178.23189872,-65.24161325,7.85
58034,,178.53221248,18.16961407,7.85
58338,,179.45405855,60.4615128,7.85
58527,,180.0378919,-44.86050836,7.85
58704,,180.61052589,-11.93416161,7.85
59957,,184.46214019,25.57136706,7.85
60111,,184.9178034,62.35909315,7.85
61593,,189.31241345,-35.10160891,7.85
61917,,190.35188254,19.07496117,7.85
62355,,191.65621698,47.37231267,7.85
62562,,192.27947227,-42.63433649,7.85
62885,,193.32119017,-30.01543302,7.85
63372,,194.78093315,-45.96219099,7.85
63598,,195.49337058,-51.06984546,7.85
64699,,198.90560456,-41.14129384,7.85
64818,,199.29810258,-46.4767479,7.85
65319,,200.81450835,-14.92675209,7.85
65898,,202.6251098,34.49284443,7.85
65910,,202.65971392,-38.88217332,7.85
66922,,205.72636633,-2.46841028,7.85
66942,,205.80336116,-35.29024813,7.85
67817,,208.38450682,-41.63433019,7.85
67925,,208.66948391,78.97507148,7.85
67949,,208.73575307,-5.8761279,7.85
67978,,208.81716479,3.27533175,7.85
68143,,209.27270684,-24.4139164,7.85
68356,,209.88791023,48.54943236,7.85
68365,,209.90918064,-61.7233281,7.85
69279,,212.72793383,-25.32100731,7.85
69471,,213.34187643,62.70458605,7.85
69572,,213.61444756,-4.7856234,7.85
69575,,213.62183398,-75.76195503,7.85
69772,,214.18666351,53.26356069,7.85
70695,,216.88858596,-51.93318344,7.85
70785,,217.13426198,10.32612027,7.85
70867,,217.38049566,-10.5666615,7.85
71174,,218.35000467,71.58114359,7.85
71710,,220.02547186,5.06693864,7.85
71915,,220.64541487,4.48680451,7.85
72559,,222.52334187,-37.39859303,7.85
72674,,222.88553986,13.47776588,7.85
73148,,224.23303981,4.15056308,7.85
73450,,225.14728961,50.57799454,7.85
73588,,225.62524206,-22.01410927,7.85
73726,,226.06687563,29.07851499,7.85
73789,,226.23225474,-49.17838224,7.85
74004,,226.85322976,0.02926207,7.85
74422,,228.14375483,35.97163539,7.85
74771,,229.22113088,-8.28501626,7.85
76080,,233.0744414,-9.58640128,7.85
77338,,236.83468653,-20.46914766,7.85
77421,,237.08485669,-49.76315535,7.85
77749,,238.14090165,-1.90635471,7.85
78048,,239.02954001,39.42933791,7.85
78524,,240.46609861,59.63059463,7.85
78936,,241.71016378,16.35253973,7.85
79144,,242.30925847,-56.90206996,7.85
79600,,243.63076633,66.37685456,7.85
80956,,247.95682667,-0.0425415,7.85
81285,,249.03260838,17.47175083,7.85
81347,,249.20237454,-6.29429847,7.85
82263,,252.13362127,26.59951588,7.85
83032,,254.50969806,-12.08417918,7.85
83079,,254.64708027,-30.84410142,7.85
83213,,255.09751053,17.91649394,7.85
83354,,255.53445732,51.94245574,7.85
83749,,256.75025577,-56.03832087,7.85
83786,,256.86045546,-53.75551364,7.85
84429,,258.91582003,-34.35225164,7.85
84453,,258.990022,51.80532632,7.85
84457,,258.99618591,-53.94234869,7.85
84566,,259.31520844,13.86885257,7.85
84584,,259.35042368,13.31022587,7.85
84805,,260.00039961,7.96968524,7.85
85762,,262.8653488,71.2479729,7.85
85940,,263.47010571,8.10391592,7.85
86650,,265.57001693,-32.52327405,7.85
87797,,269.03083397,-1.41001848,7.85
87952,,269.50530664,42.002029,7.85
89307,,273.34385703,-25.15130042,7.85
89557,,274.11864828,-46.55472846,7.85
89689,,274.55039828,45.15669021,7.85
89711,,274.63443278,18.38101398,7.85
90005,,275.46005652,15.62640868,7.85
90374,,276.61458621,-69.50924203,7.85
90907,,278.15747408,-15.70163065,7.85
91194,,279.05140088,-13.83381079,7.85
91300,,279.35514239,2.629407,7.85
91760,,280.67375694,-69.38702979,7.85
91765,,280.68916526,70.5686638,7.85
91833,,280.85033871,23.46143315,7.85
91957,,281.16714126,-38.12849429,7.85
92432,,282.55698879,-54.35954828,7.85
92739,,283.47573683,40.32371821,7.85
92935,,284.02139023,56.66161587,7.85
93377,,285.27731567,15.68374735,7.85
94204,,287.67584452,23.85161151,7.85
94649,,288.89032531,61.56517879,7.85
94801,,289.34231161,80.47647329,7.85
95231,,290.63331482,27.15971962,7.85
95315,,290.8804047,-69.40761167,7.85
96505,,294.29429703,-54.15353527,7.85
96657,,294.7752468,-13.66970833,7.85
96778,,295.06913229,-21.30223318,7.85
96803,,295.1696037,-51.54991555,7.85
97289,,296.58120305,22.46942695,7.85
97710,,297.86363559,-42.09329105,7.85
98236,,299.44744952,26.37308327,7.85
98389,,299.85392092,-55.0452888,7.85
99236,,302.16639717,24.75842184,7.85
99298,,302.34695851,-1.27403326,7.85
99564,,303.0775411,32.08106074,7.85
100603,,306.01170474,39.5415189,7.85
100800,,306.57182436,-13.8630676,7.85
100872,,306.79615233,-48.59313707,7.85
101747,,309.3276252,-62.16784925,7.85
101784,,309.4284702,35.1998079,7.85
102038,,310.17693544,14.52688515,7.85
102295,,310.91168045,19.72800598,7.85
102322,,310.97416983,-5.95407424,7.85
102516,,311.63217634,-24.91433704,7.85
102632,,311.95013383,31.67181832,7.85
102636,,311.95570783,-23.47518259,7.85
102716,,312.1993482,48.23326632,7.85
102860,,312.57852153,-67.18433995,7.85
103002,,313.02139417,-33.88182152,7.85
103246,,313.75907788,17.25958647,7.85
103335,,314.03547244,21.44037857,7.85
103804,,315.50853675,3.7661021,7.85
103825,,315.59194694,-17.31049564,7.85
103874,,315.71150733,28.32337715,7.85
105053,,319.19225945,5.25217713,7.85
105059,,319.24263881,1.02593473,7.85
105141,,319.48594855,17.6282133,7.85
105379,,320.17472052,-22.38684138,7.85
106666,,324.07092363,9.7846479,7.85
106965,,324.9604606,-50.49159054,7.85
107246,,325.82654449,12.51853413,7.85
107484,,326.55435683,-24.81722255,7.85
107869,,327.82905911,22.859927,7.85
107920,,327.97112044,42.3446213,7.85
108270,,329.02046691,24.33989572,7.85
108426,,329.46638277,61.0188713,7.85
108898,,330.88048416,-5.8902178,7.85
108935,,331.04142316,-21.77999528,7.85
109078,,331.46014234,4.86503603,7.85
110670,,336.30071514,42.03179861,7.85
110791,,336.69375619,21.86967952,7.85
111046,,337.44246836,68.22117687,7.85
111498,,338.85653524,-61.6418114,7.85
112250,,341.03741794,27.59739545,7.85
112372,,341.40629085,-83.7418801,7.85
112925,,343.04473732,-34.63416736,7.85
113723,,345.47616887,-5.96620894,7.85
113773,,345.61084259,-0.59792351,7.85
113811,,345.71771756,7.62982942,7.85
114048,,346.44715292,43.88479129,7.85
116079,,352.82669883,-64.37147961,7.85
116347,,353.63659371,-60.86841754,7.85
116488,,354.07292776,-7.11717123,7.85
117393,,357.04928761,27.71576294,7.85
117627,,357.83740038,-36.03403165,7.85
461,,1.37106856,34.10565584,7.86
2650,,8.40211459,-38.68574072,7.86
2658,,8.41470747,20.43379777,7.86
2850,,9.02438099,54.84847184,7.86
3071,,9.74415558,44.66314452,7.86
3413,,10.86025525,56.53396499,7.86
3767,,12.09385659,61.58453565,7.86
4056,,12.98428777,4.06030957,7.86
4184,,13.36762165,19.09470047,7.86
4333,,13.87677404,-12.55239952,7.86
4526,,14.49358069,7.61159662,7.86
4617,,14.81053373,83.10292417,7.86
5085,,16.28564595,-37.5636215,7.86
5236,,16.74339175,50.58608701,7.86
5395,,17.25999785,-42.40181366,7.86
5486,,17.55465494,40.93533378,7.86
5543,,17.77716733,32.51781516,7.86
5685,,18.28694136,11.68267646,7.86
5969,,19.18529927,5.05565535,7.86
6308,,20.26498132,25.15863283,7.86
6597,,21.17878013,36.06409531,7.86
6693,,21.48385548,-47.89856863,7.86
7067,,22.77081137,43.62076417,7.86
7099,,22.87346957,-44.65601374,7.86
7318,,23.55520722,68.6824703,7.86
7551,,24.32128376,46.94873887,7.86
7609,,24.50959966,21.88642577,7.86
8001,,25.68740184,63.89102989,7.86
8762,,28.18619869,-54.01143225,7.86
8846,,28.44520044,88.55166287,7.86
9034,,29.09238828,-33.73122713,7.86
9352,,30.03475841,-4.28362153,7.86
9365,,30.08122361,-32.08728484,7.86
9419,,30.25432649,73.42646029,7.86
9524,,30.62663088,-40.52024602,7.86
9648,,31.00044973,-32.51856978,7.86
9831,,31.6272448,-23.566581,7.86
10539,,33.93893993,42.4682731,7.86
10554,,33.97642131,36.770691,7.86
11294,,36.36067517,60.51686803,7.86
11302,,36.37347514,-67.76876221,7.86
11343,,36.4853361,-9.2398947,7.86
12309,,39.62919878,-44.70765231,7.86
12814,,41.17827966,-0.84611922,7.86
13264,,42.6657318,48.29078305,7.86
13276,,42.7229125,62.36772082,7.86
13416,,43.18685932,-21.23138636,7.86
13968,,44.97156361,-0.6796528,7.86
14236,,45.88889475,14.47079399,7.86
14446,,46.61178547,34.11405963,7.86
14540,,46.93570485,-65.91980096,7.86
15227,,49.08080668,19.33777947,7.86
15378,,49.58241298,-9.731557,7.86
15644,,50.35134201,-61.48795964,7.86
15777,,50.8288722,16.56581264,7.86
15919,,51.24944102,-5.36188736,7.86
15920,,51.25244923,-14.11611554,7.86
16435,,52.90300431,-12.73476572,7.86
16799,,54.0539584,-18.550071,7.86
17634,,56.67383265,48.80200117,7.86
18078,,57.96329977,-46.16253646,7.86
18738,,60.20815265,-64.42214525,7.86
18903,,60.77755382,41.93207513,7.86
19047,,61.21817768,-30.22203255,7.86
19501,,62.67231063,-25.42557439,7.86
19536,,62.77075572,-5.27034966,7.86
19710,,63.34628986,65.93553484,7.86
20116,,64.6984699,-34.12129199,7.86
20139,,64.76732627,24.02798211,7.86
20332,,65.33974706,53.70090342,7.86
20441,,65.68614403,16.79102888,7.86
20626,,66.29494607,25.74923944,7.86
20677,,66.44000768,-69.99369813,7.86
20944,,67.3592087,-2.41390621,7.86
21084,,67.78345094,7.33221948,7.86
21133,,67.95176736,-24.11021674,7.86
21189,,68.13645584,44.90254811,7.86
21514,,69.30617188,-22.61489674,7.86
21995,,70.91945826,68.14963073,7.86
22417,,72.36343687,65.63647193,7.86
22433,,72.42049583,49.5882817,7.86
22880,,73.82720971,2.96328901,7.86
22931,,74.02035733,-5.32283999,7.86
23195,,74.87232052,71.60792557,7.86
23359,,75.34343892,42.00606542,7.86
23391,,75.42278934,-78.18326642,7.86
23663,,76.27771367,-68.08644223,7.86
23710,,76.45563154,13.28630833,7.86
23790,,76.680753,-4.49521436,7.86
24018,,77.43704889,-33.52091457,7.86
24151,,77.79758262,23.06407906,7.86
24455,,78.70505661,41.3349969,7.86
24983,,80.24527726,-64.07507491,7.86
24997,,80.29799281,-2.85985129,7.86
25199,,80.86727958,-1.00244093,7.86
25721,,82.39255574,-72.81172086,7.86
25783,,82.57877397,66.23498749,7.86
26768,,85.29503659,-54.46434544,7.86
26869,,85.5661066,-75.83123263,7.86
27208,,86.50670938,-12.42348854,7.86
27294,,86.75177163,-44.80020389,7.86
27360,,86.91600175,4.85261935,7.86
28128,,89.18395193,-13.15849552,7.86
28170,,89.28442736,19.21674601,7.86
28194,,89.37256174,35.77708769,7.86
28224,,89.45288107,2.06548738,7.86
28808,,91.2276732,66.9428414,7.86
28882,,91.46908233,5.73793343,7.86
29318,,92.73299918,47.50489627,7.86
29645,,93.70135212,-1.71841861,7.86
29778,,94.05404885,-34.05456078,7.86
30042,,94.82647467,-12.53326208,7.86
30355,,95.77406061,74.84614299,7.86
30439,,95.9900444,-45.94781987,7.86
30707,,96.78570438,-21.5525279,7.86
30773,,96.993936,18.8136607,7.86
30843,,97.16473397,-3.78449068,7.86
31370,,98.66571967,1.72769488,7.86
31436,,98.80467173,-25.84022587,7.86
32136,,100.66853286,-36.63042757,7.86
32517,,101.79022834,-30.95771291,7.86
32589,,101.9910637,-13.70301141,7.86
32648,,102.16073548,-54.01427463,7.86
33060,,103.29976025,34.96037749,7.86
33157,,103.54646934,-30.61313006,7.86
33489,,104.41423666,-12.33517489,7.86
33563,,104.61243194,75.19811743,7.86
33664,,104.90042216,-13.00216115,7.86
34233,,106.45343206,-13.82323639,7.86
34326,,106.73531276,-7.55735295,7.86
34959,,108.49780625,13.97441984,7.86
34989,,108.58713391,-18.43528493,7.86
35484,,109.86330324,10.44370449,7.86
35645,,110.33615742,-41.9903505,7.86
35815,,110.79704767,-39.09087296,7.86
36719,,113.2867828,-13.42011839,7.86
37016,,114.11856061,2.86778454,7.86
37637,,115.84623792,-47.0466741,7.86
38299,,117.69719657,-70.77824281,7.86
38433,,118.09281476,-59.49313898,7.86
38750,,119.00215563,6.51248148,7.86
39248,,120.40132357,-35.78891647,7.86
39408,,120.84546917,-38.63865775,7.86
39458,,120.9811186,3.39878423,7.86
40761,,124.80569766,14.20062022,7.86
41200,,126.11573754,7.63793148,7.86
41278,,126.32384376,-34.36694746,7.86
41635,,127.34991565,13.13760885,7.86
41980,,128.35027283,-34.64871083,7.86
42050,,128.56279306,-12.34631055,7.86
42203,,129.07764443,-64.65860817,7.86
42236,,129.16812993,-60.32763966,7.86
42307,,129.38376615,-30.49886136,7.86
42326,,129.44422691,26.2376326,7.86
42464,,129.85887437,-4.02895104,7.86
42720,,130.59400126,-46.57936056,7.86
42823,,130.88686532,-52.00385185,7.86
43316,,132.36362267,-30.93378652,7.86
43459,,132.77096445,-34.42023451,7.86
44322,,135.39835711,-0.00098122,7.86
44463,,135.87553656,76.39815134,7.86
44707,,136.63967237,38.08866676,7.86
44736,,136.74550289,8.32902063,7.86
45071,,137.70196417,-79.35863568,7.86
45357,,138.64542788,-84.62337867,7.86
45840,,140.19176947,61.34956603,7.86
45942,,140.5342875,5.57882821,7.86
46207,,141.31542698,44.62551218,7.86
46263,,141.49561304,-31.36901541,7.86
46883,,143.31537534,83.74163142,7.86
46919,,143.44405225,62.82790422,7.86
47378,,144.79066896,-67.57249162,7.86
47616,,145.64078062,-13.97891316,7.86
47728,,145.93972501,-76.76724952,7.86
47932,,146.51709473,-2.59192505,7.86
47985,,146.70792938,-16.54656642,7.86
48048,,146.92125847,29.59174105,7.86
48214,,147.45058554,66.56309873,7.86
48539,,148.49291032,-62.11964445,7.86
48640,,148.77179307,-45.74080792,7.86
48756,,149.1630017,-0.46147022,7.86
49018,,150.00773226,24.55282921,7.86
49032,,150.05694984,-35.3134736,7.86
49045,,150.11031872,-58.77838305,7.86
49391,,151.24862353,-46.93697684,7.86
49409,,151.29641261,-16.95386277,7.86
49468,,151.48576705,-54.59270767,7.86
